_id,timestamp,sourceip,port_service,event_description,status,logtype,region_id,region_name,region_code,macro_region,_score,headers_http_request_method,sap_app_env,http_status_code,is_security_event
adf43aaf-c7d1-4ff5-a1c1-7a943c0f5acc,2026-04-22 04:05:58+00:00,24.98.25.92,DELETE jp-tyo.sap-services.internal,Database transaction rollback triggered in sap-intelligent-rpa.,503,ERROR,AS-013,Japan | Tokyo,JP-TYO,Asia,0.7498,DELETE,production,503.0,True
7f5d990a-9f26-4de2-b2f2-be3b2cee9f5d,2026-04-22 04:05:59+00:00,161.77.216.164,GET de-s.sap-services.internal,Scheduled job for sap-s4hana-finance started late — previous run still in progress on BTP-Event.,206,WARNING,EU-010,Germany | South,DE-S,Europe,0.5654,GET,qa,206.0,False
bd39d599-91bc-477f-92a1-23c31f7ad459,2026-04-22 04:05:59+00:00,192.168.9.148,DELETE nl-ams2.sap-services.internal,Data classification label applied to export from sap-intelligent-rpa via BTP-Event.,200,AUDIT,EU-021,Netherlands | Amsterdam (2),NL-AMS2,Europe,0.6374,DELETE,sandbox,200.0,False
2ae58eab-c3c6-4d13-903b-e91ca0669596,2026-04-22 04:05:59+00:00,93.225.253.213,POST ie.sap-services.internal,LLM provider SOAP returned HTTP 503 for sap-fiori-launchpad — request failed.,500,ERROR,EU-016,Ireland,IE,Europe,0.9535,POST,production,500.0,True
2662367a-6826-4c59-a816-bb947c37f6ca,2026-04-22 04:06:00+00:00,216.197.199.15,PATCH it-mil.sap-services.internal,Data retention policy enforced on sap-concur records.,200,AUDIT,EU-019,Italy | Milan,IT-MIL,Europe,0.8199,PATCH,qa,200.0,False
b95b3579-1089-47c5-a8b3-e5bfb21eba82,2026-04-22 04:06:00+00:00,50.49.138.115,PUT us-cos2.sap-services.internal,Connection pool nearing capacity for sap-btp-cf — consider scaling IDOC.,200,WARNING,NA-015,"USA | Colorado Springs, CO (2)",US-COS2,North America,0.8081,PUT,sandbox,200.0,False
e7f309e1-0dae-4c6a-a0d8-f9e4a334c6bb,2026-04-22 04:06:00+00:00,192.168.6.91,PATCH au-vic.sap-services.internal,Circuit breaker CLOSED for sap-btp-cf — normal operation resumed.,200,INFO,AU-004,Australia | Victoria,AU-VIC,Australia,0.7985,PATCH,staging,200.0,False
8808166f-07f5-4eb3-bbf6-e3174ca96a85,2026-04-22 04:06:00+00:00,208.223.2.195,PATCH eu-2.sap-services.internal,Cache entry refreshed for sap-s4hana-finance key via IDOC.,302,INFO,EU-001,Europe (2),EU-2,Europe,0.5842,PATCH,staging,302.0,False
bf3094b0-8247-4647-92ff-a9a19ff80bfc,2026-04-22 04:06:00+00:00,43.68.136.224,PUT ae-auh.sap-services.internal,Null pointer exception in sap-concur handler.,404,ERROR,MEA-011,UAE | Abu Dhabi,AE-AUH,Middle East & Africa,0.5339,PUT,production,404.0,True
028f16da-c02d-4fd1-8f36-4e30ce6e5910,2026-04-22 04:06:00+00:00,193.69.197.165,PUT fr-par.sap-services.internal,Connection timeout to sap-analytics-cloud via IDOC.,503,ERROR,EU-007,France | Paris,FR-PAR,Europe,0.9789,PUT,staging,503.0,True
0398e27a-4c99-494a-be37-b18ac9374f57,2026-04-22 04:06:01+00:00,220.141.26.13,PATCH au-syd2.sap-services.internal,Login outside typical hours noted for sap-s4hana-finance via BTP-Event — no action taken.,200,SECURITY,AU-003,Australia | Sydney (2),AU-SYD2,Australia,0.6752,PATCH,qa,200.0,True
08909eb8-8704-46fd-a8c9-33b486fa89d5,2026-04-22 04:06:01+00:00,192.168.1.25,DELETE za-jnb2.sap-services.internal,Encryption key rotation completed for sap-ariba data store on OData.,204,AUDIT,MEA-010,South Africa | Johannesburg (2),ZA-JNB2,Middle East & Africa,0.8903,DELETE,qa,204.0,False
7481fc18-0759-435a-8ef7-87dfbaebfb78,2026-04-22 04:06:01+00:00,177.52.183.80,DELETE eu-2.sap-services.internal,Rate limit threshold at 80% for sap-concur.,429,WARNING,EU-001,Europe (2),EU-2,Europe,0.8506,DELETE,sandbox,429.0,False
6907cb15-806e-45e0-9819-f008541e4b0e,2026-04-22 04:06:01+00:00,93.225.253.213,DELETE bh.sap-services.internal,Message deserialization failed — unexpected schema version in sap-ariba from SOAP.,502,ERROR,MEA-001,Bahrain,BH,Middle East & Africa,0.8921,DELETE,staging,502.0,True
ee48dda0-c6ce-4c49-8ec1-bc63d603f574,2026-04-22 04:06:01+00:00,185.225.185.68,DELETE de-wdf.sap-services.internal,Request to sap-data-sphere completed successfully via IDOC.,200,INFO,EU-013,Germany | Walldorf,DE-WDF,Europe,0.9465,DELETE,qa,200.0,False
7fa6fe8f-a2e5-42e9-b5f1-cbc709523a8a,2026-04-22 04:06:01+00:00,177.52.183.80,GET ae-dxb2.sap-services.internal,Deprecated endpoint called on sap-ariba via REST.,200,WARNING,MEA-015,United Arab Emirates | Dubai (2),AE-DXB2,Middle East & Africa,0.7961,GET,staging,200.0,False
9dc07002-0bb6-45f6-99dd-659097ca8c4c,2026-04-22 04:06:01+00:00,166.19.156.163,DELETE au-vic.sap-services.internal,Feature flag cache refreshed — 12 flags loaded for sap-s4hana-finance from REST.,301,DEBUG,AU-004,Australia | Victoria,AU-VIC,Australia,0.7621,DELETE,sandbox,301.0,False
6b981846-12da-448a-8205-e978904fccb5,2026-04-22 04:06:02+00:00,192.168.7.55,PUT cn-sha.sap-services.internal,Fallback configuration applied for sap-successfactors.,408,WARNING,AS-005,China | Shanghai,CN-SHA,Asia,0.9725,PUT,staging,408.0,False
1ca3a072-e985-48a5-9ba4-1ce58998c688,2026-04-22 04:06:02+00:00,168.128.102.227,POST au-vic.sap-services.internal,Span context propagated via W3C TraceContext header for sap-ariba to BTP-Event.,200,DEBUG,AU-004,Australia | Victoria,AU-VIC,Australia,0.6323,POST,staging,200.0,False
a9e02d81-41e8-405b-8f21-45a65c4cbacb,2026-04-22 04:06:02+00:00,24.98.25.92,PATCH be-stg.sap-services.internal,Canary deployment health check passed for sap-btp-cf on OData.,200,INFO,EU-004,Belgium | St. Ghislain,BE-STG,Europe,0.8575,PATCH,development,200.0,False
940eb827-ffa5-4e87-b896-8b2e3a4c452a,2026-04-22 04:06:02+00:00,130.156.51.40,DELETE at-vie2.sap-services.internal,Retry attempt 2/3 for sap-fiori-launchpad.,206,WARNING,EU-003,Austria | Vienna (2),AT-VIE2,Europe,0.9338,DELETE,qa,206.0,False
711db522-d1a6-43ab-b7e5-7c1ba2e67543,2026-04-22 04:06:02+00:00,30.175.227.138,POST at-vie2.sap-services.internal,Retry policy evaluated: next attempt in 2 s for sap-s4hana-finance.,201,DEBUG,EU-003,Austria | Vienna (2),AT-VIE2,Europe,0.5191,POST,sandbox,201.0,False
510397ec-a757-4b8b-8e8b-3236dfa2e68e,2026-04-22 04:06:02+00:00,26.98.72.117,GET no-osl.sap-services.internal,Metrics published for sap-intelligent-rpa to BTP-Event collector.,200,INFO,EU-024,Norway | Oslo,NO-OSL,Europe,0.6767,GET,development,200.0,False
5a021e56-9da8-4fa6-aa7a-ec2ae67b13f1,2026-04-22 04:06:03+00:00,30.175.227.138,PUT sa-dmm.sap-services.internal,Service sap-analytics-cloud auto-scaled to handle increased load from RFC.,200,INFO,MEA-006,Saudi Arabia | Dammam,SA-DMM,Middle East & Africa,0.7029,PUT,qa,200.0,False
1412a96e-05d1-41e2-9d60-cc98e4482bf2,2026-04-22 04:06:03+00:00,167.180.140.108,DELETE us-az.sap-services.internal,SAP Joule action plan generated and queued for execution in sap-ariba.,302,INFO,NA-008,USA | Arizona,US-AZ,North America,0.7483,DELETE,development,302.0,False
d975390e-9edc-4c31-a42e-51ca30fda17a,2026-04-22 04:06:03+00:00,69.180.240.175,GET in-bom.sap-services.internal,SAP Joule grounding retrieval returned 0 results for sap-s4hana-finance query via OData.,500,ERROR,AS-009,India | Mumbai,IN-BOM,Asia,0.922,GET,staging,500.0,True
5dd236ac-39be-4bf7-b4be-1ec0a6dfbbd8,2026-04-22 04:06:04+00:00,213.161.159.227,PUT us-hpe.sap-services.internal,SAP Joule grounding source BTP-Event returned low-confidence results for sap-data-sphere.,206,WARNING,NA-019,USA | HPE CE,US-HPE,North America,0.5326,PUT,staging,206.0,False
17337096-82fa-4676-a970-dc3927bcf6ab,2026-04-22 04:06:04+00:00,56.60.130.155,PATCH jp-osa.sap-services.internal,Database transaction rollback triggered in sap-successfactors.,403,ERROR,AS-012,Japan | Osaka,JP-OSA,Asia,0.6306,PATCH,development,403.0,True
0a138a13-8309-48a5-a9cc-2549d180bf85,2026-04-22 04:06:04+00:00,192.168.6.49,PATCH eu-2.sap-services.internal,SAP Joule intent classification failed — no matching skill found for sap-successfactors.,500,ERROR,EU-001,Europe (2),EU-2,Europe,0.9346,PATCH,qa,500.0,True
6bd493c0-7f22-4c8c-bb9a-2f8952cf3d18,2026-04-22 04:06:04+00:00,192.168.6.106,PUT de-slr.sap-services.internal,Unhandled exception in sap-intelligent-rpa worker thread — process restarting via REST.,500,ERROR,EU-011,Germany | St. Leon Rot,DE-SLR,Europe,0.7528,PUT,development,500.0,True
889acd1d-1346-4865-a67f-01195a638e8e,2026-04-22 04:06:05+00:00,192.168.6.106,PUT th-bkk.sap-services.internal,Prompt template rendered successfully for sap-btp-cf before dispatch to RFC.,200,INFO,AS-020,Thailand | Bangkok,TH-BKK,Asia,0.8807,PUT,development,200.0,False
1b729836-2c52-49d0-adbd-980cb5fb3b01,2026-04-22 04:06:05+00:00,192.168.1.16,PATCH pt-hpe.sap-services.internal,Unauthorised access attempt blocked on sap-btp-cf.,302,AUDIT,EU-014,HPE CE | Portugal (Primary),PT-HPE,Europe,0.7781,PATCH,sandbox,302.0,False
aa5b63e2-48f6-4e44-9d56-b8a23ee861f6,2026-04-22 04:06:05+00:00,130.156.51.40,GET id-jkt.sap-services.internal,SAP Joule grounding source OData returned low-confidence results for sap-intelligent-rpa.,429,WARNING,AS-011,Indonesia | Jakarta,ID-JKT,Asia,0.9492,GET,qa,429.0,False
56f8031c-248c-4583-b107-90631beca217,2026-04-22 04:06:05+00:00,221.93.148.50,POST us-qcy.sap-services.internal,Two consecutive failed logins on sap-data-sphere — within acceptable threshold.,200,SECURITY,NA-027,"USA | Quincy, WA",US-QCY,North America,0.6335,POST,production,200.0,True
13598eac-d461-4015-8c11-d5a12d347585,2026-04-22 04:06:05+00:00,55.234.242.146,PATCH it-hpe.sap-services.internal,Deprecated endpoint called on sap-fiori-launchpad via BAPI.,206,WARNING,EU-018,Italy | HPE CE (Primary),IT-HPE,Europe,0.5792,PATCH,sandbox,206.0,False
09f451cc-01b0-438c-83ca-9e3983540472,2026-04-22 04:06:05+00:00,220.141.26.13,DELETE sg.sap-services.internal,Garbage collection frequency increased to 166 cycles/min for sap-analytics-cloud on REST.,200,PERF,AS-016,Singapore,SG,Asia,0.5223,DELETE,staging,200.0,False
efe57b3d-6778-44c5-9796-880791f607cb,2026-04-22 04:06:06+00:00,21.22.188.125,PUT it-hpe.sap-services.internal,Feature flag evaluation returned DEGRADED state for sap-ariba via OData.,200,WARNING,EU-018,Italy | HPE CE (Primary),IT-HPE,Europe,0.9338,PUT,production,200.0,False
8286a5eb-ba65-4ea9-9670-d1463b333abe,2026-04-22 04:06:08+00:00,207.12.187.118,GET ch-zrh.sap-services.internal,Batch record count: 1 000 rows processed by sap-s4hana-sales from SOAP.,200,INFO,EU-030,Switzerland | Zurich,CH-ZRH,Europe,0.9365,GET,development,200.0,False
53f88454-fb03-4338-9385-25c9b6fc09bc,2026-04-22 04:06:08+00:00,30.175.227.138,PUT de-fra.sap-services.internal,Dependency check passed for sap-s4hana-finance.,200,INFO,EU-008,Germany | Frankfurt,DE-FRA,Europe,0.7567,PUT,staging,200.0,False
31f6ede1-133a-491b-a605-d1324fceb0ae,2026-04-22 04:06:08+00:00,131.127.24.194,POST us-wdc.sap-services.internal,Session token renewed for sap-fiori-launchpad user via OData.,200,INFO,NA-034,USA | Washington DC,US-WDC,North America,0.5393,POST,staging,200.0,False
5d6ac7b2-0bc5-43c9-8d04-2e827ebc2880,2026-04-22 04:06:08+00:00,192.168.8.34,DELETE se-sto.sap-services.internal,Failed to deserialise payload from sap-intelligent-rpa.,500,ERROR,EU-028,Sweden | Stockholm,SE-STO,Europe,0.9114,DELETE,staging,500.0,True
fb31c67d-c0d1-4eb8-bf3f-709558158d47,2026-04-22 04:06:09+00:00,59.151.57.2,PATCH in-maa.sap-services.internal,LLM content-safety filter BLOCKED response for sap-fiori-launchpad via REST.,500,ERROR,AS-006,India | Chennai,IN-MAA,Asia,0.882,PATCH,production,500.0,True
f01aea59-6f9c-44ff-90b2-1c38f0344d7f,2026-04-22 04:06:10+00:00,220.141.26.13,PUT at-vie.sap-services.internal,LLM batch inference job completed — 200 records processed for sap-ariba via SOAP.,200,INFO,EU-002,Austria | Vienna,AT-VIE,Europe,0.7755,PUT,qa,200.0,False
78560ee9-5277-4f3d-ba7c-27626b5fdb33,2026-04-22 04:06:10+00:00,143.57.176.84,GET sa-dmm.sap-services.internal,Data corruption detected in sap-data-sphere payload received from REST.,404,ERROR,MEA-006,Saudi Arabia | Dammam,SA-DMM,Middle East & Africa,0.9306,GET,development,404.0,True
af6dbb65-8388-4012-86ac-6e3b8fed45b1,2026-04-22 04:06:10+00:00,164.29.7.190,DELETE hu-hpe.sap-services.internal,Context window utilisation at 40% for sap-intelligent-rpa LLM call via REST.,200,INFO,EU-015,Hungary | HPE CE (Primary),HU-HPE,Europe,0.588,DELETE,production,200.0,False
ea5e0673-2ec3-4cf8-9f9f-7cee9d7ad0f2,2026-04-22 04:06:10+00:00,150.110.230.150,PUT it-mil.sap-services.internal,SLA breach: response time exceeded 2 s for sap-analytics-cloud via IDOC.,200,PERF,EU-019,Italy | Milan,IT-MIL,Europe,0.6548,PUT,development,200.0,False
2d3418ca-1a76-4cd4-a7f9-13f29892e43d,2026-04-22 04:06:10+00:00,65.249.142.221,GET za-cpt.sap-services.internal,Prompt tokens: 512 — completion tokens: 256 — total: 768 for sap-s4hana-sales via RFC.,204,INFO,MEA-008,South Africa | Cape Town,ZA-CPT,Middle East & Africa,0.6217,GET,qa,204.0,False
b7e841cc-c350-47e0-972a-2ece17df35fd,2026-04-22 04:06:10+00:00,192.168.1.16,PUT ae-dxb.sap-services.internal,Token expiry imminent — refresh recommended for sap-s4hana-sales session via REST.,200,WARNING,MEA-014,United Arab Emirates | Dubai,AE-DXB,Middle East & Africa,0.8282,PUT,qa,200.0,False
1e25f292-25ac-4272-b2af-bb12b72e64ed,2026-04-22 04:06:11+00:00,30.175.227.138,PATCH ch-gva.sap-services.internal,LLM response exceeded maximum output token limit for sap-concur via SOAP.,400,ERROR,EU-029,Switzerland | Geneva,CH-GVA,Europe,0.8796,PATCH,staging,400.0,True
9aad7c0c-85e4-47ad-9f36-2b1535461503,2026-04-22 04:06:11+00:00,126.5.29.238,POST us-ia2.sap-services.internal,Idle connection reclaimed from pool for sap-concur.,200,INFO,NA-021,USA | Iowa (2),US-IA2,North America,0.7592,POST,qa,200.0,False
278e083c-7755-4122-88a6-170a5db19aa2,2026-04-22 04:06:11+00:00,93.225.253.213,PUT br-sao.sap-services.internal,SAP Joule session terminated due to inactivity policy on sap-s4hana-finance via BAPI.,200,AUDIT,SA-001,Brazil | São Paulo,BR-SAO,South America,0.7055,PUT,sandbox,200.0,False
cd01e109-d914-46b0-bf38-60845e3bd182,2026-04-22 04:07:13+00:00,109.153.17.99,GET tw-cha.sap-services.internal,Outbound call from sap-analytics-cloud to REST timed out after 30 s.,503,ERROR,AS-019,Taiwan | Changhua County,TW-CHA,Asia,0.6782,GET,sandbox,503.0,True
7e631edd-40e0-4cc1-8497-4b6c45b35a3f,2026-04-22 04:07:14+00:00,87.6.151.142,DELETE us-oh.sap-services.internal,SAP Joule user feedback recorded — thumbs-up on response for sap-intelligent-rpa via SOAP.,200,INFO,NA-025,USA | Ohio,US-OH,North America,0.9517,DELETE,development,200.0,False
5baa19c7-f969-4e91-a972-04cadf79f18d,2026-04-22 04:07:14+00:00,126.5.29.238,DELETE us-az.sap-services.internal,Feature flag evaluated for sap-s4hana-sales — flag enabled.,200,INFO,NA-008,USA | Arizona,US-AZ,North America,0.7609,DELETE,production,200.0,False
949271ef-e663-412d-946e-aadeed2b144b,2026-04-22 04:07:14+00:00,59.198.75.253,DELETE au-syd2.sap-services.internal,Request queue depth reached 22 — backpressure detected for sap-s4hana-finance.,200,PERF,AU-003,Australia | Sydney (2),AU-SYD2,Australia,0.7086,DELETE,development,200.0,False
637e1a9f-9d57-41bf-9c3a-9e8042d7fdaa,2026-04-22 04:07:14+00:00,192.168.0.221,DELETE us-or.sap-services.internal,Outbound call from sap-data-sphere to BTP-Event timed out after 30 s.,400,ERROR,NA-026,USA | Oregon,US-OR,North America,0.6041,DELETE,development,400.0,True
32d35d24-e752-4fe2-8099-7d5b9e45e9af,2026-04-22 04:07:14+00:00,209.18.251.195,PUT ca-mtl.sap-services.internal,SAP Joule action execution failed — insufficient permissions in sap-intelligent-rpa via BTP-Event.,500,ERROR,NA-002,Canada | Montreal,CA-MTL,North America,0.9659,PUT,staging,500.0,True
0e1d10e9-b421-4c91-80c1-30f9abf9227d,2026-04-22 04:07:14+00:00,7.144.51.184,GET de-slr.sap-services.internal,Response body truncated in log — full payload stored in SOAP for sap-s4hana-finance.,200,DEBUG,EU-011,Germany | St. Leon Rot,DE-SLR,Europe,0.9775,GET,production,200.0,False
0e29e6c5-c7c1-4bfd-9f8c-0f8c8996eb08,2026-04-22 04:07:14+00:00,163.214.94.42,POST in-maa.sap-services.internal,Database transaction rollback triggered in sap-s4hana-sales.,404,ERROR,AS-006,India | Chennai,IN-MAA,Asia,0.8288,POST,sandbox,404.0,True
20ea44c9-519a-4518-bdf6-51b8d627a0f4,2026-04-22 04:07:14+00:00,177.52.183.80,PATCH in-del.sap-services.internal,Message deserialization failed — unexpected schema version in sap-btp-cf from BAPI.,404,ERROR,AS-007,India | Delhi,IN-DEL,Asia,0.6086,PATCH,development,404.0,True
0067069e-11d9-4ad5-81e3-6d14138c931d,2026-04-22 04:07:15+00:00,225.184.81.55,PUT nl-ams2.sap-services.internal,Configuration reload completed for sap-data-sphere.,204,INFO,EU-021,Netherlands | Amsterdam (2),NL-AMS2,Europe,0.6599,PUT,qa,204.0,False
1c8f5fd8-5ed5-4947-8020-d384cc86854b,2026-04-22 04:07:15+00:00,150.110.230.150,PUT cn-sha.sap-services.internal,Rate limiter reset for sap-ariba client via REST.,204,INFO,AS-005,China | Shanghai,CN-SHA,Asia,0.506,PUT,staging,204.0,False
c0e600d6-0e61-40a8-953f-650a9f9739bc,2026-04-22 04:07:15+00:00,193.69.197.165,DELETE nl-ams2.sap-services.internal,Auto-scaler triggered — adding 2 instances for sap-ariba due to CPU at 80%.,200,PERF,EU-021,Netherlands | Amsterdam (2),NL-AMS2,Europe,0.8922,DELETE,qa,200.0,False
c6297ce4-9833-4990-8830-7e072e706c74,2026-04-22 04:07:16+00:00,192.168.7.207,PATCH th-bkk.sap-services.internal,Role assignment changed in sap-s4hana-sales.,204,AUDIT,AS-020,Thailand | Bangkok,TH-BKK,Asia,0.7023,PATCH,sandbox,204.0,False
941839b0-030e-47ff-a2d1-0d80fa6320e4,2026-04-22 04:07:16+00:00,59.211.9.207,DELETE za-cpt.sap-services.internal,Throughput dropped to 936 req/s for sap-fiori-launchpad over REST.,200,PERF,MEA-008,South Africa | Cape Town,ZA-CPT,Middle East & Africa,0.594,DELETE,staging,200.0,False
d1b2bbce-32c6-433f-83b6-dc0644a683ad,2026-04-22 04:07:17+00:00,207.12.187.118,PATCH au-vic.sap-services.internal,Service sap-s4hana-finance auto-scaled to handle increased load from SOAP.,200,INFO,AU-004,Australia | Victoria,AU-VIC,Australia,0.8118,PATCH,qa,200.0,False
85a60dbb-edb0-4429-ba67-1c15b811a283,2026-04-22 04:07:17+00:00,130.234.28.223,POST at-vie2.sap-services.internal,Session initialised for sap-intelligent-rpa.,200,INFO,EU-003,Austria | Vienna (2),AT-VIE2,Europe,0.6534,POST,sandbox,200.0,False
aa7937f6-234d-446f-9225-abdf3bdefe68,2026-04-22 04:07:17+00:00,41.117.1.245,PATCH ch-zrh2.sap-services.internal,Database read replica lag exceeding 500 ms for sap-successfactors on IDOC.,200,WARNING,EU-031,Switzerland | Zürich,CH-ZRH2,Europe,0.6026,PATCH,qa,200.0,False
1fbff58d-d9ef-494e-a710-ac8cb10c19d9,2026-04-22 04:07:17+00:00,68.36.64.191,DELETE ie-dub.sap-services.internal,LLM output scanned for sensitive data before delivery to sap-analytics-cloud user via SOAP.,200,AUDIT,EU-017,Ireland | Dublin,IE-DUB,Europe,0.9879,DELETE,sandbox,200.0,False
0c0e3933-69d1-497e-9bbb-fb9531404f36,2026-04-22 04:07:18+00:00,59.211.9.207,DELETE mx-qro.sap-services.internal,Data classification label applied to export from sap-btp-cf via SOAP.,200,AUDIT,NA-006,Mexico | Queretaro,MX-QRO,North America,0.7611,DELETE,sandbox,200.0,False
0b333e1e-f18e-4c44-bd0e-03847c4001af,2026-04-22 04:07:18+00:00,163.214.94.42,PUT us-iad.sap-services.internal,Deadlock detected in sap-data-sphere database transaction via SOAP.,500,ERROR,NA-024,USA | N. Virginia,US-IAD,North America,0.7364,PUT,staging,500.0,True
89c7b0d6-feea-427e-a74f-2be292d35f97,2026-04-22 04:07:19+00:00,93.225.253.213,PATCH us-sac.sap-services.internal,Trace span closed for sap-analytics-cloud request via RFC.,301,INFO,NA-028,"USA | Sacramento, CA",US-SAC,North America,0.7747,PATCH,development,301.0,False
964ff359-7714-4288-bb21-8caabf004cac,2026-04-22 04:07:20+00:00,113.231.133.116,POST au-syd2.sap-services.internal,LLM provider failover activated — switched from primary to backup for sap-btp-cf via BTP-Event.,200,INFO,AU-003,Australia | Sydney (2),AU-SYD2,Australia,0.6861,POST,development,200.0,False
d3fe160d-dab6-4203-badb-007fe61381c7,2026-04-22 04:07:20+00:00,225.184.81.55,GET us-iad.sap-services.internal,SAP Joule copilot session initialised for sap-data-sphere user via SOAP.,201,INFO,NA-024,USA | N. Virginia,US-IAD,North America,0.6864,GET,staging,201.0,False
1f463372-744a-4988-97e7-62c7897516ec,2026-04-22 04:07:21+00:00,62.225.146.243,PATCH gb-lon.sap-services.internal,Distributed lock acquired by sap-btp-cf via OData — proceeding with critical section.,200,INFO,EU-033,UK | London,GB-LON,Europe,0.9499,PATCH,production,200.0,False
bffabe7f-c9be-42f7-a53b-12de595b54e1,2026-04-22 04:07:21+00:00,55.234.242.146,DELETE at-vie2.sap-services.internal,Memory leak suspected — heap growth of 2164 MB/h detected in sap-intelligent-rpa on SOAP.,200,PERF,EU-003,Austria | Vienna (2),AT-VIE2,Europe,0.7986,DELETE,sandbox,200.0,False
7fa34da6-10a5-497a-bcdd-28ae3f68283c,2026-04-22 04:07:21+00:00,36.109.47.72,POST sa-dmm.sap-services.internal,LLM output schema validated against expected JSON structure for sap-data-sphere via RFC.,302,INFO,MEA-006,Saudi Arabia | Dammam,SA-DMM,Middle East & Africa,0.7234,POST,development,302.0,False
c2127e30-b68c-4b8d-a653-07e5f228558c,2026-04-22 04:07:22+00:00,130.156.51.40,PUT eg-del.sap-services.internal,Privilege escalation attempted on sap-analytics-cloud.,201,AUDIT,MEA-002,Egypt | DELL CE (Primary),EG-DEL,Middle East & Africa,0.6391,PUT,qa,201.0,False
ff1b9406-0f06-448e-8a8c-277bf48bbff1,2026-04-22 04:07:22+00:00,93.225.253.213,DELETE au-vic.sap-services.internal,Scheduled job for sap-btp-cf started late — previous run still in progress on BTP-Event.,429,WARNING,AU-004,Australia | Victoria,AU-VIC,Australia,0.5888,DELETE,production,429.0,False
165feaa6-ab52-4726-acd5-f74033fdf9cb,2026-04-22 04:07:23+00:00,130.156.51.40,PATCH de-fra.sap-services.internal,Policy evaluation returned ALLOW for sap-intelligent-rpa request via REST.,201,INFO,EU-008,Germany | Frankfurt,DE-FRA,Europe,0.7387,PATCH,sandbox,201.0,False
9cc91049-157c-44b3-b5d4-eb13b0c24c79,2026-04-22 04:07:23+00:00,192.168.1.25,PATCH za-cpt.sap-services.internal,Retry budget at 50% for sap-intelligent-rpa — upstream instability detected on IDOC.,200,WARNING,MEA-008,South Africa | Cape Town,ZA-CPT,Middle East & Africa,0.9412,PATCH,sandbox,200.0,False
76d80f59-868b-4c41-9eb4-86348bc61128,2026-04-22 04:07:24+00:00,59.151.57.2,POST ca-cen.sap-services.internal,Batch record count: 1 000 rows processed by sap-intelligent-rpa from RFC.,200,INFO,NA-001,Canada | Central,CA-CEN,North America,0.6464,POST,production,200.0,False
02731b04-e5ac-4cd4-bff8-2a9a28f8db18,2026-04-22 04:07:24+00:00,235.165.118.37,DELETE us-las.sap-services.internal,Service sap-intelligent-rpa registered with discovery endpoint via SOAP.,200,INFO,NA-022,"USA | Las Vegas, NV",US-LAS,North America,0.584,DELETE,sandbox,200.0,False
1915fa90-6589-4a21-8148-f6b49b319a7b,2026-04-22 04:07:24+00:00,62.225.146.243,DELETE br-sao.sap-services.internal,Unexpected HTTP 500 from sap-s4hana-sales.,500,ERROR,SA-001,Brazil | São Paulo,BR-SAO,South America,0.9246,DELETE,development,500.0,True
55538cc5-34b5-49a6-b477-754145276585,2026-04-22 04:07:24+00:00,249.129.196.46,PATCH nl-azw.sap-services.internal,LLM response passed content-safety filter for sap-concur via OData.,200,INFO,EU-022,Netherlands | Azure Europe West,NL-AZW,Europe,0.9721,PATCH,development,200.0,False
56e93fec-ed84-4bae-86c6-75869ad9fc38,2026-04-22 04:07:25+00:00,50.49.138.115,POST sa.sap-services.internal,Event stream from BTP-Event interrupted — sap-analytics-cloud entering degraded mode.,504,ERROR,MEA-005,Saudi Arabia,SA,Middle East & Africa,0.5086,POST,development,504.0,True
fd2a74a4-b562-48f6-a3f3-9153ea102889,2026-04-22 04:07:25+00:00,98.153.120.136,PUT eu-2.sap-services.internal,Idempotency key validated — duplicate request suppressed for sap-s4hana-sales via IDOC.,200,INFO,EU-001,Europe (2),EU-2,Europe,0.7219,PUT,production,200.0,False
b36cde03-e993-4715-95a9-e916965b2528,2026-04-22 04:07:25+00:00,192.168.6.91,POST us-tx.sap-services.internal,Object storage upload acknowledged by BAPI for sap-s4hana-finance.,200,INFO,NA-031,USA | Texas,US-TX,North America,0.7789,POST,staging,200.0,False
44e01a3d-6be2-411a-acac-e49395aa76f7,2026-04-22 04:07:25+00:00,192.168.6.91,GET ae-hpe.sap-services.internal,LLM output parsed and mapped to domain object for sap-data-sphere via OData.,301,INFO,MEA-012,UAE | HPE CE (Primary),AE-HPE,Middle East & Africa,0.9799,GET,production,301.0,False
09af9318-3444-4b7b-81df-c56f71dfc980,2026-04-22 04:07:25+00:00,144.138.68.192,PUT fr-par.sap-services.internal,Auto-remediation script executed successfully for sap-ariba on IDOC.,301,INFO,EU-007,France | Paris,FR-PAR,Europe,0.989,PUT,production,301.0,False
96871734-6101-4eb9-8864-4a40621db06e,2026-04-22 04:07:25+00:00,235.165.118.37,POST us-iad.sap-services.internal,Thread contention detected — 83% of threads blocked in sap-intelligent-rpa on BTP-Event.,301,PERF,NA-024,USA | N. Virginia,US-IAD,North America,0.9103,POST,production,301.0,False
545234e4-962d-47ac-884c-406cd6cef44e,2026-04-22 04:07:25+00:00,207.12.187.118,POST us-cmh.sap-services.internal,Payload 42 bytes sent to sap-s4hana-sales.,201,DEBUG,NA-016,"USA | Columbus, OH",US-CMH,North America,0.9125,POST,qa,201.0,False
8e790a30-9f4a-44f7-bda3-083d46b90542,2026-04-22 04:07:26+00:00,192.168.9.148,POST au-vic.sap-services.internal,LLM response passed content-safety filter for sap-intelligent-rpa via BTP-Event.,200,INFO,AU-004,Australia | Victoria,AU-VIC,Australia,0.6812,POST,staging,200.0,False
